split,scene_id,family,snr_db,method,lambda,cancellation_db,scnr_gain_db_vs_current,residual_p95_rad,coherence,phase_rmse_rad,L_causal_min_dB,L_causal_mean_dB,paired_hit_count,on_hit_count,off_hit_count,target_count,current_detected_targets_lost,target_preservation_ok,off_pfa,off_pfa_delta_vs_current,off_false_clusters,off_false_clusters_delta_vs_current,causal_transfer_floor_db,causal_transfer_ok,pfa_acceptable,false_clusters_acceptable,safe
target_safe_oracle,target_safe_oracle_009,M1+M3,16.0,J6_Joint_Phase_Surface,0.75,5.94512977423125,0.59516483443858,1.98340595577964,0.872810162877068,0.522722116945915,-8.648645962069427,-8.648645962069427,0,0,0,1,0,True,0.008498212524654832,1.926158777120282e-05,25.0,5.0,-0.25,False,False,False,False
target_safe_oracle,target_safe_oracle_009,M1+M3,16.0,J6_Joint_Phase_Surface,1.0,5.83132614136945,0.48136120157677986,1.97455210887736,0.869432419293893,0.530244625760132,-9.47921727065178,-9.47921727065178,0,0,0,1,0,True,0.008567554240631164,8.86033037475354e-05,26.0,6.0,-0.25,False,False,False,False
target_safe_oracle,target_safe_oracle_010,M2+M3,16.0,J0_Current,0.0,5.19625269893898,0.0,2.01654093727691,0.848877847480708,0.572364349902254,0.0,0.0,0,0,0,1,0,True,0.008128390039447733,0.0,23.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_010,M2+M3,16.0,J5_Selective_Physics_Calibration,0.25,5.1991288429636,0.0028761440246203307,2.01578495272336,0.848977912520328,0.572159688297135,0.10588976780317486,0.10588976780317486,0,0,0,1,0,True,0.008126463880670612,-1.926158777120976e-06,23.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_010,M2+M3,16.0,J5_Selective_Physics_Calibration,0.5,5.20121392395484,0.004961225015859938,2.01469966462573,0.849050426638189,0.572003349959102,0.1026757377817479,0.1026757377817479,0,0,0,1,0,True,0.008132242357001973,3.852317554240217e-06,23.0,0.0,-0.25,True,False,True,False
target_safe_oracle,target_safe_oracle_010,M2+M3,16.0,J5_Selective_Physics_Calibration,0.75,5.20421258368515,0.007959884746170154,2.01436498795145,0.849154634672443,0.571791460589572,0.03900357629615713,0.03900357629615713,0,0,0,1,0,True,0.008126463880670612,-1.926158777120976e-06,23.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_010,M2+M3,16.0,J5_Selective_Physics_Calibration,1.0,5.20676524696687,0.010512548027890034,2.01310572057619,0.84924329146161,0.57160698628505,0.17782527967805373,0.17782527967805373,0,0,0,1,0,True,0.008128390039447733,0.0,23.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_010,M2+M3,16.0,J6_Joint_Phase_Surface,0.25,5.32291595343262,0.12666325449364013,1.97604003660303,0.853223255534627,0.563285441450175,0.906403139745706,0.906403139745706,0,0,0,1,0,True,0.008084088387573964,-4.430165187376857e-05,23.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_010,M2+M3,16.0,J6_Joint_Phase_Surface,0.5,5.41362364542284,0.21737094648386002,1.9430865744358,0.856259518915592,0.556884023701868,1.4641076890388318,1.4641076890388318,0,0,0,1,0,True,0.008053269847140039,-7.512019230769378e-05,23.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_010,M2+M3,16.0,J6_Joint_Phase_Surface,0.75,5.47507233023993,0.27881963130094967,1.91956090732332,0.858282599980575,0.552657751732295,2.0680866351489207,2.0680866351489207,0,0,0,1,0,True,0.00799933740138067,-0.00012905263806706202,24.0,1.0,-0.25,True,True,False,False
target_safe_oracle,target_safe_oracle_010,M2+M3,16.0,J6_Joint_Phase_Surface,1.0,5.50187998671123,0.3056272877722499,1.91071085095275,0.859159043228471,0.55095115829737,2.941656083614996,2.941656083614996,0,0,0,1,0,True,0.007983928131163708,-0.00014446190828402462,23.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_011,M1+M2+M3,16.0,J0_Current,0.0,5.33770721518591,0.0,2.88697066153508,0.853991797434299,0.586363981542428,0.0,0.0,0,0,0,1,0,True,0.01068055041913215,0.0,18.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_011,M1+M2+M3,16.0,J5_Selective_Physics_Calibration,0.25,5.33770721518591,0.0,2.88697066153508,0.853991797434299,0.586363981542428,0.0,0.0,0,0,0,1,0,True,0.01068055041913215,0.0,18.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_011,M1+M2+M3,16.0,J5_Selective_Physics_Calibration,0.5,5.33770721518591,0.0,2.88697066153508,0.853991797434299,0.586363981542428,0.0,0.0,0,0,0,1,0,True,0.01068055041913215,0.0,18.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_011,M1+M2+M3,16.0,J5_Selective_Physics_Calibration,0.75,5.33770721518591,0.0,2.88697066153508,0.853991797434299,0.586363981542428,0.0,0.0,0,0,0,1,0,True,0.01068055041913215,0.0,18.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_011,M1+M2+M3,16.0,J5_Selective_Physics_Calibration,1.0,5.33770721518591,0.0,2.88697066153508,0.853991797434299,0.586363981542428,0.0,0.0,0,0,0,1,0,True,0.01068055041913215,0.0,18.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_011,M1+M2+M3,16.0,J6_Joint_Phase_Surface,0.25,5.33770721518591,0.0,2.88697066153508,0.853991797434299,0.586363981542428,0.0,0.0,0,0,0,1,0,True,0.01068055041913215,0.0,18.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_011,M1+M2+M3,16.0,J6_Joint_Phase_Surface,0.5,5.33770721518591,0.0,2.88697066153508,0.853991797434299,0.586363981542428,0.0,0.0,0,0,0,1,0,True,0.01068055041913215,0.0,18.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_011,M1+M2+M3,16.0,J6_Joint_Phase_Surface,0.75,5.33770721518591,0.0,2.88697066153508,0.853991797434299,0.586363981542428,0.0,0.0,0,0,0,1,0,True,0.01068055041913215,0.0,18.0,0.0,-0.25,True,True,True,True
target_safe_oracle,target_safe_oracle_011,M1+M2+M3,16.0,J6_Joint_Phase_Surface,1.0,5.33770721518591,0.0,2.88697066153508,0.853991797434299,0.586363981542428,0.0,0.0,0,0,0,1,0,True,0.01068055041913215,0.0,18.0,0.0,-0.25,True,True,True,True
