split,scene_id,actual_mechanism,role,method,branch,active,fallback,current_cancellation_db,deterministic_cancellation_db,oracle_cancellation_db,recoverable_headroom_db,deterministic_gain_db,remaining_gap_db,recovery_ratio
screen,screen_014,M1+M2,target_off,J6_Joint_Phase_Surface,D0P0,False,True,3.24851474269482,3.24851474269482,4.44780550247105,1.1992907597762303,0.0,1.1992907597762303,0.0
screen,screen_014,M1+M2,target_on,J0_Current,,False,True,0.230511631786995,0.230511631786995,4.4803132946592,4.249801662872205,0.0,4.249801662872205,0.0
screen,screen_014,M1+M2,target_on,J1_D3_delay_only,,False,True,0.230511631786995,0.230511631786995,4.4803132946592,4.249801662872205,0.0,4.249801662872205,0.0
screen,screen_014,M1+M2,target_on,J2_P1_phase_only,,False,True,0.230511631786995,0.230511631786995,4.4803132946592,4.249801662872205,0.0,4.249801662872205,0.0
screen,screen_014,M1+M2,target_on,J3_D3_P1_joint,,False,True,0.230511631786995,0.230511631786995,4.4803132946592,4.249801662872205,0.0,4.249801662872205,0.0
screen,screen_014,M1+M2,target_on,J4_D3_P2_joint,,False,True,0.230511631786995,0.230511631786995,4.4803132946592,4.249801662872205,0.0,4.249801662872205,0.0
screen,screen_014,M1+M2,target_on,J5_Selective_Physics_Calibration,D0P0,False,True,0.230511631786995,0.230511631786995,4.4803132946592,4.249801662872205,0.0,4.249801662872205,0.0
screen,screen_014,M1+M2,target_on,J6_Joint_Phase_Surface,D0P0,False,True,0.230511631786995,0.230511631786995,4.4803132946592,4.249801662872205,0.0,4.249801662872205,0.0
screen,screen_015,M1+M3,target_off,J0_Current,,False,True,5.4321016474656,5.4321016474656,5.45732010522947,0.025218457763870106,0.0,0.025218457763870106,0.0
screen,screen_015,M1+M3,target_off,J1_D3_delay_only,,False,True,5.4321016474656,5.4321016474656,5.45732010522947,0.025218457763870106,0.0,0.025218457763870106,0.0
screen,screen_015,M1+M3,target_off,J2_P1_phase_only,,False,True,5.4321016474656,5.4321016474656,5.45732010522947,0.025218457763870106,0.0,0.025218457763870106,0.0
screen,screen_015,M1+M3,target_off,J3_D3_P1_joint,,False,True,5.4321016474656,5.4321016474656,5.45732010522947,0.025218457763870106,0.0,0.025218457763870106,0.0
