method,comparison_protocol,threshold_scale,n_cases,n_seeds,background_Pfa_mean,background_Pfa_std,background_Pfa_ci95_low,background_Pfa_ci95_high,Pd_mean,Pd_std,Pd_ci95_low,Pd_ci95_high,Pd_successes,Pd_trials
DL-SMI/MVDR local,scientific_controlled,1.0,5,5,0.004602488241541495,3.673585195813457e-05,0.0045568746567217,0.00464810182636129,1.0,0.0,0.5655085052479191,1.0,5,5
DL-SMI/MVDR local,scientific_controlled,1.5,5,5,0.0028318919739038083,5.4907608649771975e-05,0.0027637151730158706,0.002900068774791746,1.0,0.0,0.5655085052479191,1.0,5,5
DL-SMI/MVDR local,scientific_controlled,2.0,5,5,0.0018722500379305114,5.189345876415557e-05,0.0018078157984407366,0.0019366842774202861,1.0,0.0,0.5655085052479191,1.0,5,5
DL-SMI/MVDR local,scientific_controlled,3.0,5,5,0.0009266423911394326,2.976397336914627e-05,0.0008896855369634386,0.0009635992453154265,1.0,0.0,0.5655085052479191,1.0,5,5
DL-SMI/MVDR local,scientific_controlled,5.0,5,5,0.0002840995296616598,1.446838956361754e-05,0.00026613465122851454,0.0003020644080948051,1.0,0.0,0.5655085052479191,1.0,5,5
MNEC physical,scientific_controlled,0.5,5,5,0.011093157335760887,0.0003416126380606808,0.01066898922174919,0.011517325449772584,1.0,0.0,0.5655085052479191,1.0,5,5
MNEC physical,scientific_controlled,0.75,5,5,0.006287740858746775,0.00011760446628875383,0.006141715626927945,0.006433766090565605,1.0,0.0,0.5655085052479191,1.0,5,5
MNEC physical,scientific_controlled,1.0,5,5,0.0044758003337885,3.2268812636878894e-05,0.004435733310872473,0.004515867356704527,1.0,0.0,0.5655085052479191,1.0,5,5
MNEC physical,scientific_controlled,1.5,5,5,0.00267258382642998,6.135780479992237e-05,0.002596398049201042,0.0027487696036589183,1.0,0.0,0.5655085052479191,1.0,5,5
MNEC physical,scientific_controlled,2.0,5,5,0.0017209072978303745,5.6013361638232625e-05,0.001651357523265758,0.0017904570723949911,1.0,0.0,0.5655085052479191,1.0,5,5
MNEC physical,scientific_controlled,3.0,5,5,0.0007961614322561067,3.1717937175116484e-05,0.0007567784115684444,0.0008355444529437689,1.0,0.0,0.5655085052479191,1.0,5,5
MNEC physical,scientific_controlled,5.0,5,5,0.00023289333940221512,1.835813236281302e-05,0.0002100987073730327,0.00025568797143139756,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [production replay],production_replay,0.5,5,5,0.009292595964193597,0.0009196774396097407,0.008150665597469058,0.010434526330918136,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [production replay],production_replay,0.75,5,5,0.001868456986800182,0.00047437294711540713,0.0012794451766446947,0.0024574687969556694,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [production replay],production_replay,1.0,5,5,0.00028561675011379154,0.0001712217059395733,7.301692213742278e-05,0.0004982165780901603,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [production replay],production_replay,1.5,5,5,1.0620543164921862e-05,1.861109152685039e-05,-1.2488179151261759e-05,3.3729265481105485e-05,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [production replay],production_replay,2.0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [production replay],production_replay,3.0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [production replay],production_replay,5.0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [scientific controlled],scientific_controlled,0.5,5,5,0.009289561523289334,0.0009263400466635367,0.008139358437251911,0.010439764609326756,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [scientific controlled],scientific_controlled,0.75,5,5,0.00186428463055682,0.0004708714358626311,0.0012796205208632136,0.0024489487402504263,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [scientific controlled],scientific_controlled,1.0,5,5,0.0002894098012441207,0.00017671609062257988,6.99877936145751e-05,0.0005088318088736664,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [scientific controlled],scientific_controlled,1.5,5,5,1.0999848277954787e-05,1.945210348195734e-05,-1.315312830494492e-05,3.51528248608545e-05,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [scientific controlled],scientific_controlled,2.0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [scientific controlled],scientific_controlled,3.0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.5655085052479191,1.0,5,5
Phase-only CSI [scientific controlled],scientific_controlled,5.0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener [scientific controlled],scientific_controlled,0.5,5,5,0.009247837960855713,0.0009084509890586679,0.008119847073608067,0.010375828848103359,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener [scientific controlled],scientific_controlled,0.75,5,5,0.0019962828098922776,0.00043009670864578445,0.001462247211020449,0.002530318408764106,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener [scientific controlled],scientific_controlled,1.0,5,5,0.0003781671976938249,0.0001744112800554488,0.00016160699036816783,0.000594727405019482,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener [scientific controlled],scientific_controlled,1.5,5,5,1.6689424973448643e-05,2.5210239765904048e-05,-1.461322212998418e-05,4.799207207688146e-05,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener [scientific controlled],scientific_controlled,2.0,5,5,7.586102260658473e-07,1.6963040339097175e-06,-1.3476294228493397e-06,2.8648498749810344e-06,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener [scientific controlled],scientific_controlled,3.0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener [scientific controlled],scientific_controlled,5.0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,0.5,5,5,0.009312319830071308,0.0009199756009444354,0.008170019247151822,0.010454620412990794,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,0.75,5,5,0.0020065240479441664,0.0004282432837421157,0.0014747897800485993,0.0025382583158397335,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,1.0,5,5,0.0003789258079198907,0.0001807001755805949,0.00015455690543218875,0.0006032947104075927,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,1.5,5,5,1.6689424973448643e-05,2.6086707425351843e-05,-1.570150046831129e-05,4.908035041520858e-05,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,2.0,5,5,7.586102260658473e-07,1.6963040339097175e-06,-1.3476294228493397e-06,2.8648498749810344e-06,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,3.0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.5655085052479191,1.0,5,5
Row complex LS / Wiener robust IRLS [scientific controlled],scientific_controlled,5.0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.5655085052479191,1.0,5,5
SA-MNEC physical [approximate academic reference],scientific_controlled,0.5,5,5,0.011054088909118496,0.00034568984443508364,0.010624858274738452,0.01148331954349854,1.0,0.0,0.5655085052479191,1.0,5,5
SA-MNEC physical [approximate academic reference],scientific_controlled,0.75,5,5,0.0062793961462600505,0.00011307810033199699,0.006138991140092425,0.006419801152427676,1.0,0.0,0.5655085052479191,1.0,5,5
SA-MNEC physical [approximate academic reference],scientific_controlled,1.0,5,5,0.00447845546957973,3.0124325154850993e-05,0.004441051179564738,0.004515859759594723,1.0,0.0,0.5655085052479191,1.0,5,5
SA-MNEC physical [approximate academic reference],scientific_controlled,1.5,5,5,0.0026748596571081777,6.0251635206546e-05,0.0026000473708392437,0.0027496719433771116,1.0,0.0,0.5655085052479191,1.0,5,5
SA-MNEC physical [approximate academic reference],scientific_controlled,2.0,5,5,0.0017216659080564404,4.96983791577662e-05,0.0016599572198871127,0.001783374596225768,1.0,0.0,0.5655085052479191,1.0,5,5
SA-MNEC physical [approximate academic reference],scientific_controlled,3.0,5,5,0.0007984372629343043,3.265660627697348e-05,0.000757888730616639,0.0008389857952519695,1.0,0.0,0.5655085052479191,1.0,5,5
SA-MNEC physical [approximate academic reference],scientific_controlled,5.0,5,5,0.00023289333940221512,2.0662556819852596e-05,0.0002072373864881441,0.00025854929231628615,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR global,scientific_controlled,0.5,5,5,0.011149294492489758,0.00034675417049343703,0.010718742322760705,0.01157984666221881,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR global,scientific_controlled,0.75,5,5,0.0062907752996510385,9.04485631137948e-05,0.006178468575143289,0.006403082024158788,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR global,scientific_controlled,1.0,5,5,0.004404111667425276,3.37773279637282e-05,0.0043621715753371605,0.004446051759513392,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR global,scientific_controlled,1.5,5,5,0.0025921711424670003,6.302060567763869e-05,0.0025139207252520184,0.0026704215596819823,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR global,scientific_controlled,2.0,5,5,0.0016454255803368231,5.48781227752838e-05,0.001577285390997693,0.0017135657696759532,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR global,scientific_controlled,3.0,5,5,0.0007324381732665755,2.159875356927317e-05,0.0007056197785535127,0.0007592565679796384,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR global,scientific_controlled,5.0,5,5,0.00021051433773327266,1.1767631662485643e-05,0.00019590289315382992,0.0002251257823127154,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR local,scientific_controlled,0.5,5,5,0.011103019268699743,0.0003691425149137075,0.010644668297724633,0.011561370239674854,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR local,scientific_controlled,0.75,5,5,0.0063491882870581095,0.00012081627031925989,0.006199175073805311,0.006499201500310908,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR local,scientific_controlled,1.0,5,5,0.004540661508117129,2.8428911895847783e-05,0.0045053623517079195,0.004575960664526338,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR local,scientific_controlled,1.5,5,5,0.0027567895615232896,5.817111064385015e-05,0.0026845605877012357,0.0028290185353453436,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR local,scientific_controlled,2.0,5,5,0.0017994234562281899,5.5054801145072406e-05,0.0017310638917180318,0.001867783020738348,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR local,scientific_controlled,3.0,5,5,0.0008579881656804733,2.7502890372170373e-05,0.0008238388168587773,0.0008921375145021694,1.0,0.0,0.5655085052479191,1.0,5,5
Shrinkage-SMI/MVDR local,scientific_controlled,5.0,5,5,0.00025603095129722353,1.6036578786686164e-05,0.0002361189087634213,0.00027594299383102577,1.0,0.0,0.5655085052479191,1.0,5,5
