split,scene_id,actual_family,role,method,required_delay,required_phase,state,fallback,fallback_reason,global_uncertain,global_decorrelated,blocker,delay_estimate_ns,delay_confidence,delay_rmse_rad,delay_deadband_inside,delay_confidence_ok,delay_fit_ok,delay_support_ok,delay_active_independent,phase_method,phase_estimate_deg_per_pulse,phase_confidence,phase_rmse_rad,phase_deadband_inside,phase_confidence_ok,phase_fit_ok,phase_active_independent,pulse_coherence,estimated_gain_db,oracle_cancellation_db,current_cancellation_db,oracle_headroom_db,recovery_ratio,fallback_opportunity_cost_db,uncertain_headroom_gt_0_5_db,uncertain_headroom_gt_1_db,old_delay_blocked,old_phase_blocked
test,test_003,M1+M2,target_off,J2_P1_phase_only,True,True,UNCERTAIN,True,state_uncertain,True,False,delay,3.6417886957460657,0.3401469728239106,0.09860802018991198,False,True,False,True,False,P1,-0.45097407323004135,0.999663190601679,0.005293195103308654,False,True,True,True,0.823374390100662,0.0,16.2497932162693,15.2397095093137,1.0100837069555997,0.0,1.0100837069555997,True,True,True,False
test,test_003,M1+M2,target_off,J3_D3_P1_joint,True,True,UNCERTAIN,True,state_uncertain,True,False,delay,3.6417886957460657,0.3401469728239106,0.09860802018991198,False,True,False,True,False,P1,-0.45097407323004135,0.999663190601679,0.005293195103308654,False,True,True,True,0.823374390100662,0.0,16.2497932162693,15.2397095093137,1.0100837069555997,0.0,1.0100837069555997,True,True,True,False
test,test_003,M1+M2,target_off,J4_D3_P2_joint,True,True,UNCERTAIN,True,state_uncertain,True,False,delay,3.6417886957460657,0.3401469728239106,0.09860802018991198,False,True,False,True,False,P2,-0.4511442802213811,0.9996910238652732,0.0050679043902046635,False,True,True,True,0.823374390100662,0.0,16.2497932162693,15.2397095093137,1.0100837069555997,0.0,1.0100837069555997,True,True,True,False
test,test_004,M1+M3,target_on,J1_D3_delay_only,True,False,DECORRELATED,True,state_decorrelated,False,True,coherence,8.463778410138945,0.8290098600782299,0.06792821701567588,False,True,True,True,False,P1,0.005748033153588089,0.012764604294382087,0.032395493995072286,True,True,True,False,0.7864975227847323,0.0,7.71088132247317,7.22549865802804,0.48538266444512956,0.0,0.48538266444512956,False,False,True,False
test,test_004,M1+M3,target_on,J2_P1_phase_only,True,False,DECORRELATED,True,state_decorrelated,False,True,coherence,8.463778410138945,0.8290098600782299,0.06792821701567588,False,True,True,True,False,P1,0.005748033153588089,0.012764604294382087,0.032395493995072286,True,True,True,False,0.7864975227847323,0.0,7.71088132247317,7.22549865802804,0.48538266444512956,0.0,0.48538266444512956,False,False,True,False
test,test_004,M1+M3,target_on,J3_D3_P1_joint,True,False,DECORRELATED,True,state_decorrelated,False,True,coherence,8.463778410138945,0.8290098600782299,0.06792821701567588,False,True,True,True,False,P1,0.005748033153588089,0.012764604294382087,0.032395493995072286,True,True,True,False,0.7864975227847323,0.0,7.71088132247317,7.22549865802804,0.48538266444512956,0.0,0.48538266444512956,False,False,True,False
test,test_004,M1+M3,target_on,J4_D3_P2_joint,True,False,DECORRELATED,True,state_decorrelated,False,True,coherence,8.463778410138945,0.8290098600782299,0.06792821701567588,False,True,True,True,False,P2,0.005845232638840526,0.052601984960293,0.03151849976449294,True,True,True,False,0.7864975227847323,0.0,7.71088132247317,7.22549865802804,0.48538266444512956,0.0,0.48538266444512956,False,False,True,False
test,test_004,M1+M3,target_off,J1_D3_delay_only,True,False,DECORRELATED,True,state_decorrelated,False,True,coherence,8.47538832491591,0.8306081627804629,0.0676147000545893,False,True,True,True,False,P1,0.005731864030019617,0.012686506294006916,0.03240532010820808,True,True,True,False,0.786472451530752,0.0,7.712682464985,7.22665157969665,0.4860308852883497,0.0,0.4860308852883497,False,False,True,False
test,test_004,M1+M3,target_off,J2_P1_phase_only,True,False,DECORRELATED,True,state_decorrelated,False,True,coherence,8.47538832491591,0.8306081627804629,0.0676147000545893,False,True,True,True,False,P1,0.005731864030019617,0.012686506294006916,0.03240532010820808,True,True,True,False,0.786472451530752,0.0,7.712682464985,7.22665157969665,0.4860308852883497,0.0,0.4860308852883497,False,False,True,False
test,test_004,M1+M3,target_off,J3_D3_P1_joint,True,False,DECORRELATED,True,state_decorrelated,False,True,coherence,8.47538832491591,0.8306081627804629,0.0676147000545893,False,True,True,True,False,P1,0.005731864030019617,0.012686506294006916,0.03240532010820808,True,True,True,False,0.786472451530752,0.0,7.712682464985,7.22665157969665,0.4860308852883497,0.0,0.4860308852883497,False,False,True,False
