case_id,seed,factor_family,selection_reason,region_id,expert,candidate_type,doppler_row,range_block_start,range_block_stop,delta_log_amplitude,delta_phase,gate,screen_delta_scnr_dB,screen_delta_target_preservation_dB,screen_delta_residual_p95_dB,screen_delta_background_pfa,exact_SCNR_improvement_dB,exact_target_loss_dB,exact_residual_p95_dB,exact_residual_p99_dB,exact_residual_cvar95_dB,exact_background_Pfa,exact_target_Pd,exact_target_cfar_margin_dB,exact_target_peak_power,exact_background_false_alarm_count,delta_exact_SCNR_improvement_dB,delta_exact_target_loss_dB,delta_exact_residual_p95_dB,delta_exact_residual_p99_dB,delta_exact_residual_cvar95_dB,delta_exact_background_Pfa,delta_exact_target_Pd,delta_exact_target_cfar_margin_dB
pgrcc_oracle_mixed_lhs02_s20261211,20261211,mixed_lhs,min_tail_p95,pgrcc_oracle_mixed_lhs02_s20261211:r42:c3841-4096,robust_row_ls,bounded_corrected,42,3841,4096,-0.5,-0.7853981633974483,0.5,0.0,0.0,-0.6872070192076198,0.0,-0.9366987630548573,-18.065009005523414,8.930878535440103,14.229100836857619,13.848417083747462,0.0066359429525109995,0.0,-0.9033357092097121,1688972.274443921,3499.0,0.0,0.0,-0.0003708277499345769,0.0003860046268897577,-0.0002811883477349397,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs02_s20261211,20261211,mixed_lhs,min_background_pfa,pgrcc_oracle_mixed_lhs02_s20261211:r42:c1025-1281,row_ls,bounded_corrected,42,1025,1281,-0.5,-0.7853981633974483,0.5,0.0,0.0,1.1008395681104004,-0.0078125,-0.9366987630548573,-18.065009005523414,8.931841962622943,14.231004167813175,13.848718543447633,0.006630253375815506,0.0,-0.9033357092097121,1688972.274443921,3496.0,0.0,0.0,0.0005925994329061268,0.0022893355824464834,2.027135243665157e-05,-5.689576695493137e-06,0.0,0.0
pgrcc_oracle_mixed_lhs02_s20261211,20261211,mixed_lhs,max_detection_margin,pgrcc_oracle_mixed_lhs02_s20261211:r70:c1793-2049,current_p38,bounded_corrected,70,1793,2049,0.5,0.7853981633974483,1.0,-8.091558540042417,9.942908228169589,25.779478996253577,0.51171875,-9.028257303097273,-8.122100777353825,8.95873078593409,14.324091724104814,15.284784657269274,0.006628356850250342,1.0,6.65133842431758,51052221.822592326,3495.0,-8.091558540042417,9.942908228169589,0.027481422744052963,0.0953768918740856,1.436086385174077,-7.586102260657805e-06,1.0,7.554674133527293
pgrcc_oracle_mixed_lhs03_s20261212,20261212,mixed_lhs,current_reference,pgrcc_oracle_mixed_lhs03_s20261212:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.051856052315411,17.074785620529926,16.565462619210965,0.007861098467607344,1.0,16.471009600869756,299805864.6290492,4145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs03_s20261212,20261212,mixed_lhs,max_scnr,pgrcc_oracle_mixed_lhs03_s20261212:r42:c1-257,row_ls,bounded_corrected,42,1,257,0.0,-0.7853981633974483,0.5,0.0,0.0,-1.394617820242904,0.0,0.0,0.0,11.051294405932401,17.074785620529926,16.56525873275488,0.007861098467607344,1.0,16.471009600869756,299805864.6290492,4145.0,0.0,0.0,-0.0005616463830104834,0.0,-0.00020388645608448996,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs03_s20261212,20261212,mixed_lhs,min_tail_p95,pgrcc_oracle_mixed_lhs03_s20261212:r86:c1537-1793,row_ls,bounded_corrected,86,1537,1793,0.5,0.7853981633974483,0.5,0.0,0.0,-3.0522652379285735,0.0,0.0,0.0,11.051046841457133,17.06947793191913,16.561744003484907,0.007864891518737673,1.0,16.471009600869756,299805864.6290492,4147.0,0.0,0.0,-0.000809210858278675,-0.005307688610795225,-0.0037186157260578057,3.7930511303293363e-06,0.0,0.0
pgrcc_oracle_mixed_lhs03_s20261212,20261212,mixed_lhs,min_background_pfa,pgrcc_oracle_mixed_lhs03_s20261212:r86:c3073-3329,row_ls,bounded_corrected,86,3073,3329,-0.5,0.0,1.0,0.0,0.0,-1.4375477558597183,-0.01171875,0.0,0.0,11.051646228397294,17.073703808643323,16.561740612150523,0.00785161583978152,1.0,16.471009600869756,299805864.6290492,4140.0,0.0,0.0,-0.00020982391811763534,-0.00108181188660339,-0.003722007060442678,-9.482627825824208e-06,0.0,0.0
pgrcc_oracle_mixed_lhs03_s20261212,20261212,mixed_lhs,max_detection_margin,pgrcc_oracle_mixed_lhs03_s20261212:r42:c1-257,row_ls,bounded_corrected,42,1,257,0.0,-0.7853981633974483,0.5,0.0,0.0,-1.394617820242904,0.0,0.0,0.0,11.051294405932401,17.074785620529926,16.56525873275488,0.007861098467607344,1.0,16.471009600869756,299805864.6290492,4145.0,0.0,0.0,-0.0005616463830104834,0.0,-0.00020388645608448996,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs04_s20261213,20261213,mixed_lhs,current_reference,pgrcc_oracle_mixed_lhs04_s20261213:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.728303320109523,20.722782356242714,20.429876280363352,0.009118494917311485,1.0,20.632251171126317,6926482440.691842,4808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs04_s20261213,20261213,mixed_lhs,max_scnr,pgrcc_oracle_mixed_lhs04_s20261213:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,0.0,1.0,0.0,0.0,-0.7174061420391138,0.0,0.0,0.0,13.72837214381862,20.7199475047874,20.428829468453436,0.009118494917311485,1.0,20.632251171126317,6926482440.691842,4808.0,0.0,0.0,6.882370909622182e-05,-0.002834851455315146,-0.0010468119099158457,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs04_s20261213,20261213,mixed_lhs,min_tail_p95,pgrcc_oracle_mixed_lhs04_s20261213:r42:c3329-3585,robust_row_ls,bounded_corrected,42,3329,3585,0.0,-0.7853981633974483,1.0,0.0,0.0,-3.6270365747622177,0.0,0.0,0.0,13.72609052608217,20.721269617310803,20.42877165248996,0.00912039144287665,1.0,20.632251171126317,6926482440.691842,4809.0,0.0,0.0,-0.002212794027352416,-0.0015127389319111728,-0.001104627873392161,1.8965255651655355e-06,0.0,0.0
pgrcc_oracle_mixed_lhs04_s20261213,20261213,mixed_lhs,min_background_pfa,pgrcc_oracle_mixed_lhs04_s20261213:r46:c1793-2049,row_ls,bounded_corrected,46,1793,2049,-0.5,-0.7853981633974483,0.5,0.0,0.0,-1.7473805580714408,-0.01171875,0.0,0.0,13.726457930418118,20.722782356242714,20.428705279847858,0.009114701866181156,1.0,20.632251171126317,6926482440.691842,4806.0,0.0,0.0,-0.0018453896914056855,0.0,-0.001171000515494569,-3.7930511303293363e-06,0.0,0.0
pgrcc_oracle_mixed_lhs04_s20261213,20261213,mixed_lhs,max_detection_margin,pgrcc_oracle_mixed_lhs04_s20261213:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,0.0,1.0,0.0,0.0,-0.7174061420391138,0.0,0.0,0.0,13.72837214381862,20.7199475047874,20.428829468453436,0.009118494917311485,1.0,20.632251171126317,6926482440.691842,4808.0,0.0,0.0,6.882370909622182e-05,-0.002834851455315146,-0.0010468119099158457,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs05_s20261214,20261214,mixed_lhs,current_reference,pgrcc_oracle_mixed_lhs05_s20261214:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.447863898834918,17.176292299565258,16.026183053138276,0.004130632680928539,1.0,4.72233381746876,5846238.421919635,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs05_s20261214,20261214,mixed_lhs,max_scnr,pgrcc_oracle_mixed_lhs05_s20261214:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,-0.7853981633974483,1.0,0.0,0.0,-2.95585872501459,0.0,0.0,0.0,11.445273987000615,17.174210038087622,16.024438294017088,0.004130632680928539,1.0,4.72233381746876,5846238.421919635,2178.0,0.0,0.0,-0.002589911834302683,-0.002082261477635683,-0.0017447591211876556,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs05_s20261214,20261214,mixed_lhs,min_tail_p95,pgrcc_oracle_mixed_lhs05_s20261214:r42:c2049-2305,row_ls,bounded_corrected,42,2049,2305,-0.5,-0.7853981633974483,1.0,0.0,0.0,-4.614096389715139,0.0,0.0,0.0,11.444678866783367,17.171319445293147,16.0224608839223,0.004136322257624033,1.0,4.72233381746876,5846238.421919635,2181.0,0.0,0.0,-0.0031850320515509623,-0.004972854272111249,-0.0037221692159761233,5.689576695494004e-06,0.0,0.0
pgrcc_oracle_mixed_lhs05_s20261214,20261214,mixed_lhs,min_background_pfa,pgrcc_oracle_mixed_lhs05_s20261214:r50:c769-1025,current_p38,bounded_corrected,50,769,1025,-0.5,-0.7853981633974483,0.5,0.0,0.0,-0.5710809580359382,-0.0078125,0.0,0.0,11.449176724064776,17.174210038087622,16.025102328203698,0.004130632680928539,1.0,4.72233381746876,5846238.421919635,2178.0,0.0,0.0,0.0013128252298582055,-0.002082261477635683,-0.0010807249345781145,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs05_s20261214,20261214,mixed_lhs,max_detection_margin,pgrcc_oracle_mixed_lhs05_s20261214:r42:c1-257,row_ls,bounded_corrected,42,1,257,-0.5,-0.7853981633974483,1.0,0.0,0.0,-2.95585872501459,0.0,0.0,0.0,11.445273987000615,17.174210038087622,16.024438294017088,0.004130632680928539,1.0,4.72233381746876,5846238.421919635,2178.0,0.0,0.0,-0.002589911834302683,-0.002082261477635683,-0.0017447591211876556,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs06_s20261215,20261215,mixed_lhs,current_reference,pgrcc_oracle_mixed_lhs06_s20261215:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.107268545471122,-2.858222850945922,9.34448672358593,14.30603233725957,13.1768261708029,0.003495296616598392,1.0,16.233317708787535,18407974.679557964,1843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs06_s20261215,20261215,mixed_lhs,max_scnr,pgrcc_oracle_mixed_lhs06_s20261215:r66:c1281-1537,row_ls,bounded_corrected,66,1281,1537,-0.5,-0.7853981633974483,1.0,1.4831727301108195,2.0396263803929706,14.525020342834353,0.15234375,4.5904412755819415,-0.8185964705529516,9.35270728106804,14.321821783490725,13.365974455790928,0.003538916704597178,1.0,16.930394130203123,32952913.16560227,1866.0,1.4831727301108195,2.0396263803929706,0.008220557482109925,0.01578944623115497,0.18914828498802727,4.3620087998786066e-05,0.0,0.6970764214155878
pgrcc_oracle_mixed_lhs06_s20261215,20261215,mixed_lhs,min_tail_p95,pgrcc_oracle_mixed_lhs06_s20261215:r88:c1-257,row_ls,bounded_corrected,88,1,257,0.5,0.7853981633974483,1.0,0.0,0.0,-4.239218187383049,0.0,3.107268545471122,-2.858222850945922,9.342339614733216,14.299408984790126,13.170233604821691,0.0034971931421635565,1.0,16.233317708787535,18407974.679557964,1844.0,0.0,0.0,-0.0021471088527142967,-0.006623352469443233,-0.00659256598120983,1.8965255651646681e-06,0.0,0.0
pgrcc_oracle_mixed_lhs06_s20261215,20261215,mixed_lhs,min_background_pfa,pgrcc_oracle_mixed_lhs06_s20261215:r50:c3841-4096,current_p38,bounded_corrected,50,3841,4096,-0.5,0.0,0.5,0.0,0.0,2.0405643935706523,-0.00425531914893617,3.107268545471122,-2.858222850945922,9.34967190269563,14.30998373593171,13.179920138346713,0.003493400091033227,1.0,16.233317708787535,18407974.679557964,1842.0,0.0,0.0,0.005185179109698623,0.003951398672139561,0.0030939675438119707,-1.8965255651646681e-06,0.0,0.0
pgrcc_oracle_mixed_lhs06_s20261215,20261215,mixed_lhs,max_detection_margin,pgrcc_oracle_mixed_lhs06_s20261215:r65:c1281-1537,row_ls,bounded_corrected,65,1281,1537,0.5,-0.7853981633974483,1.0,0.7980858435185247,6.245911996901941,28.56371555613403,0.390625,3.9053543889896467,3.3876891459560188,9.368176734848712,14.37740354166062,14.9711977337992,0.003538916704597178,1.0,15.347824557639685,128332682.30017121,1866.0,0.7980858435185247,6.245911996901941,0.02369001126278114,0.07137120440104994,1.7943715629962984,4.3620087998786066e-05,0.0,-0.8854931511478501
pgrcc_oracle_mixed_lhs07_s20261216,20261216,mixed_lhs,current_reference,pgrcc_oracle_mixed_lhs07_s20261216:r42:c1-257,Current,current,42,1,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.075307112105495,-2.0130438017552965,10.300904832434279,15.94734870216886,15.20244068736621,0.006859732969200425,1.0,8.256477010366027,7142485.686197432,3617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs07_s20261216,20261216,mixed_lhs,max_scnr,pgrcc_oracle_mixed_lhs07_s20261216:r62:c2049-2305,current_p38,bounded_corrected,62,2049,2305,0.5,0.0,0.5,0.13481290386920008,1.7718756965869518,5.832371992315836,0.0859375,18.210120015974695,-0.24116810516834478,10.310219672318492,15.96147253651748,15.227668447226002,0.006873008648156577,1.0,9.899453644308796,10772275.951310705,3624.0,0.13481290386920008,1.7718756965869518,0.009314839884213555,0.014123834348620079,0.025227759859792087,1.327567895615181e-05,0.0,1.6429766339427694
pgrcc_oracle_mixed_lhs07_s20261216,20261216,mixed_lhs,min_tail_p95,pgrcc_oracle_mixed_lhs07_s20261216:r88:c1537-1793,row_ls,bounded_corrected,88,1537,1793,0.0,0.7853981633974483,1.0,0.0,0.0,-2.28158615570173,0.0,18.075307112105495,-2.0130438017552965,10.300274810167041,15.945469877624108,15.20076153361249,0.006859732969200425,1.0,8.256477010366027,7142485.686197432,3617.0,0.0,0.0,-0.0006300222672379618,-0.001878824544752078,-0.0016791537537201862,0.0,0.0,0.0
pgrcc_oracle_mixed_lhs07_s20261216,20261216,mixed_lhs,min_background_pfa,pgrcc_oracle_mixed_lhs07_s20261216:r86:c2817-3073,row_ls,bounded_corrected,86,2817,3073,-0.5,0.7853981633974483,1.0,0.0,0.0,-1.6268152418905304,-0.01171875,18.075307112105495,-2.0130438017552965,10.30070426632551,15.945728111118436,15.198554606494996,0.006854043392504931,1.0,8.256477010366027,7142485.686197432,3614.0,0.0,0.0,-0.0002005661087682853,-0.0016205910504236698,-0.0038860808712133377,-5.689576695494004e-06,0.0,0.0
pgrcc_oracle_mixed_lhs07_s20261216,20261216,mixed_lhs,max_detection_margin,pgrcc_oracle_mixed_lhs07_s20261216:r62:c2049-2305,row_ls,bounded_corrected,62,2049,2305,0.5,0.7853981633974483,1.0,-6.753341745677025,7.911721770172,19.35022018974862,0.2578125,11.32196536642847,5.898677968416703,10.327213221594146,16.001707533862675,15.799828396492362,0.006766803216507358,1.0,11.976319333911063,38411995.452614725,3568.0,-6.753341745677025,7.911721770172,0.026308389159867218,0.054358831693814835,0.5973877091261528,-9.2929752693067e-05,0.0,3.719842323545036
