level,delay_error_ns,snr_db,method,method_family,bias_ns,rmse_ns,std_ns,ci95_low_ns,ci95_high_ns,fallback_rate,mean_runtime_sec,trials
level1,0.0,30.0,gcc_phat,traditional_baseline,-0.011200363763383155,0.08566986253187699,0.08536243110549864,-0.027931092823339047,0.005530365296572739,0.0,0.0006228863424621523,100
level1,0.0,30.0,oversampled_cross_correlation,traditional_baseline,0.0001618510984007992,0.008214363972220117,0.00825414372153844,-0.001455931343342476,0.0017796335401440743,0.0,0.0017709382812608964,100
level1,0.0,35.0,D1_ordinary_LS,spectral_D1_D2_D3,0.00016446097672204507,0.02007046301827583,0.020170897085841008,-0.003788962205689185,0.004117884159133276,0.0,0.00013290455826791002,100
level1,0.0,35.0,D2_weighted_LS,spectral_D1_D2_D3,0.0001394112819128188,0.02006608607361104,0.02016668857519577,-0.0038131870475690897,0.004092009611394727,0.0,0.00011909636057680473,100
level1,0.0,35.0,D3_Huber_weighted_LS,spectral_D1_D2_D3,9.170844699288572e-05,0.02041813788771845,0.02052079370062646,-0.003930293211747542,0.004113710105733313,0.0,0.0010777681312174536,100
level1,0.0,35.0,D4_generalized_phase_slope_ML,spectral_D1_D2_D3,-0.0011234157707126912,0.010007938279703622,0.009994784782321246,-0.003082357591370556,0.0008355260499451735,0.0,0.0006286251900019124,100
level1,0.0,35.0,cross_correlation,traditional_baseline,-0.000522802676297987,0.004852209547023119,0.00484826479944457,-0.0014730451157404535,0.00042743976314447963,0.0,0.0004909001709893346,100
level1,0.0,35.0,gcc_phat,traditional_baseline,0.0024447344743596233,0.07533405235463772,0.07567369288911395,-0.01238703678962119,0.017276505738340435,0.0,0.0006235372586525045,100
level1,0.0,35.0,oversampled_cross_correlation,traditional_baseline,-0.0001583586104980789,0.004888414834068267,0.0049104631784269255,-0.0011207917082107644,0.0008040744872146067,0.0,0.0017681718524545432,100
level1,1.0,20.0,D1_ordinary_LS,spectral_D1_D2_D3,-0.0052043884523694265,0.12051648946912631,0.12101063721003481,-0.028922037520160503,0.018513260615421648,0.0,0.00013396050169831142,100
level1,1.0,20.0,D2_weighted_LS,spectral_D1_D2_D3,-0.005213954254776165,0.12091698525168927,0.12141311065022584,-0.029010486667318074,0.018582578157765744,0.0,0.00011835665762191638,100
level1,1.0,20.0,D3_Huber_weighted_LS,spectral_D1_D2_D3,-0.0005265888182291967,0.11951502333976789,0.12011595201052912,-0.024068882809167056,0.02301570517270866,0.0,0.0010712792075355537,100
level1,1.0,20.0,D4_generalized_phase_slope_ML,spectral_D1_D2_D3,0.00011891818500128992,0.05554353407300875,0.055823224193686134,-0.010822232707051693,0.011060069077054271,0.0,0.0006269894799333997,100
level1,1.0,20.0,cross_correlation,traditional_baseline,-0.6199955227124463,0.620432260486532,0.023392601544476116,-0.6245803883656332,-0.6154106570592593,0.0,0.0004968268997617997,100
level1,1.0,20.0,gcc_phat,traditional_baseline,-0.8877265344738815,0.8906081556825557,0.07194615662990159,-0.90182772205595,-0.873625346891813,0.0,0.000627882800763473,100
level1,1.0,20.0,oversampled_cross_correlation,traditional_baseline,-0.6838118231519591,0.6842777575737408,0.025374767307298336,-0.688785186155798,-0.6788384601481202,0.0,0.0017474074196070432,100
level1,1.0,30.0,D1_ordinary_LS,spectral_D1_D2_D3,-0.0019392457667293883,0.0414096454203328,0.041572597565917004,-0.010087325164026873,0.006208833630568097,0.0,0.0001320245984243229,100
