split,scene_id,actual_mechanism,role,method,current_cancellation_db,deterministic_cancellation_db,oracle_cancellation_db,recoverable_headroom_db,deterministic_gain_db,remaining_gap_db,recovery_ratio
validation,validation_006,M2,target_on,J2_P1_phase_only,16.0494816636521,16.0494816636521,18.512173108118,2.4626914444659,0.0,2.4626914444659,0.0
validation,validation_006,M2,target_on,J3_D3_P1_joint,16.0494816636521,16.0494816636521,18.512173108118,2.4626914444659,0.0,2.4626914444659,0.0
validation,validation_006,M2,target_on,J4_D3_P2_joint,16.0494816636521,16.0494816636521,18.512173108118,2.4626914444659,0.0,2.4626914444659,0.0
test,test_000,M1,target_off,J1_D3_delay_only,16.3250744443161,16.3250744443161,18.844420605036,2.5193461607198984,0.0,2.5193461607198984,0.0
test,test_000,M1,target_off,J2_P1_phase_only,16.3250744443161,16.3250744443161,18.844420605036,2.5193461607198984,0.0,2.5193461607198984,0.0
test,test_000,M1,target_off,J3_D3_P1_joint,16.3250744443161,16.3250744443161,18.844420605036,2.5193461607198984,0.0,2.5193461607198984,0.0
test,test_000,M1,target_off,J4_D3_P2_joint,16.3250744443161,16.3250744443161,18.844420605036,2.5193461607198984,0.0,2.5193461607198984,0.0
test,test_000,M1,target_on,J1_D3_delay_only,16.3264899620653,16.3264899620653,18.8480243075735,2.5215343455082007,0.0,2.5215343455082007,0.0
test,test_000,M1,target_on,J2_P1_phase_only,16.3264899620653,16.3264899620653,18.8480243075735,2.5215343455082007,0.0,2.5215343455082007,0.0
test,test_000,M1,target_on,J3_D3_P1_joint,16.3264899620653,16.3264899620653,18.8480243075735,2.5215343455082007,0.0,2.5215343455082007,0.0
test,test_000,M1,target_on,J4_D3_P2_joint,16.3264899620653,16.3264899620653,18.8480243075735,2.5215343455082007,0.0,2.5215343455082007,0.0
test,test_001,M2,target_off,J1_D3_delay_only,23.143779611086,23.143779611086,24.6051455998199,1.461365988733899,0.0,1.461365988733899,0.0
test,test_001,M2,target_off,J2_P1_phase_only,23.143779611086,23.1823842288002,24.6051455998199,1.461365988733899,0.03860461771419921,1.4227613710196998,0.026416803190859497
test,test_001,M2,target_off,J3_D3_P1_joint,23.143779611086,23.1823842288002,24.6051455998199,1.461365988733899,0.03860461771419921,1.4227613710196998,0.026416803190859497
test,test_001,M2,target_off,J4_D3_P2_joint,23.143779611086,23.1824458659449,24.6051455998199,1.461365988733899,0.03866625485889941,1.4226997338749996,0.026458980951376287
test,test_001,M2,target_on,J1_D3_delay_only,23.1408774142934,23.1408774142934,24.6007142632112,1.4598368489177993,0.0,1.4598368489177993,0.0
test,test_001,M2,target_on,J2_P1_phase_only,23.1408774142934,23.1794526686388,24.6007142632112,1.4598368489177993,0.03857525434539966,1.4212615945723996,0.02642435993720539
test,test_001,M2,target_on,J3_D3_P1_joint,23.1408774142934,23.1794526686388,24.6007142632112,1.4598368489177993,0.03857525434539966,1.4212615945723996,0.02642435993720539
test,test_001,M2,target_on,J4_D3_P2_joint,23.1408774142934,23.1795133179146,24.6007142632112,1.4598368489177993,0.03863590362120206,1.4212009452965972,0.026465905179639412
test,test_003,M1+M2,target_off,J1_D3_delay_only,15.2397095093137,15.2397095093137,16.2497932162693,1.0100837069555997,0.0,1.0100837069555997,0.0
test,test_003,M1+M2,target_off,J2_P1_phase_only,15.2397095093137,15.2397095093137,16.2497932162693,1.0100837069555997,0.0,1.0100837069555997,0.0
test,test_003,M1+M2,target_off,J3_D3_P1_joint,15.2397095093137,15.2397095093137,16.2497932162693,1.0100837069555997,0.0,1.0100837069555997,0.0
test,test_003,M1+M2,target_off,J4_D3_P2_joint,15.2397095093137,15.2397095093137,16.2497932162693,1.0100837069555997,0.0,1.0100837069555997,0.0
test,test_003,M1+M2,target_on,J1_D3_delay_only,15.2392188813518,15.2392188813518,16.2482898472024,1.0090709658506007,0.0,1.0090709658506007,0.0
test,test_003,M1+M2,target_on,J2_P1_phase_only,15.2392188813518,15.2392188813518,16.2482898472024,1.0090709658506007,0.0,1.0090709658506007,0.0
test,test_003,M1+M2,target_on,J3_D3_P1_joint,15.2392188813518,15.2392188813518,16.2482898472024,1.0090709658506007,0.0,1.0090709658506007,0.0
test,test_003,M1+M2,target_on,J4_D3_P2_joint,15.2392188813518,15.2392188813518,16.2482898472024,1.0090709658506007,0.0,1.0090709658506007,0.0
test,test_004,M1+M3,target_off,J1_D3_delay_only,7.22665157969665,7.22665157969665,7.712682464985,0.4860308852883497,0.0,0.4860308852883497,0.0
test,test_004,M1+M3,target_off,J2_P1_phase_only,7.22665157969665,7.22665157969665,7.712682464985,0.4860308852883497,0.0,0.4860308852883497,0.0
test,test_004,M1+M3,target_off,J3_D3_P1_joint,7.22665157969665,7.22665157969665,7.712682464985,0.4860308852883497,0.0,0.4860308852883497,0.0
test,test_004,M1+M3,target_off,J4_D3_P2_joint,7.22665157969665,7.22665157969665,7.712682464985,0.4860308852883497,0.0,0.4860308852883497,0.0
test,test_004,M1+M3,target_on,J1_D3_delay_only,7.22549865802804,7.22549865802804,7.71088132247317,0.48538266444512956,0.0,0.48538266444512956,0.0
test,test_004,M1+M3,target_on,J2_P1_phase_only,7.22549865802804,7.22549865802804,7.71088132247317,0.48538266444512956,0.0,0.48538266444512956,0.0
test,test_004,M1+M3,target_on,J3_D3_P1_joint,7.22549865802804,7.22549865802804,7.71088132247317,0.48538266444512956,0.0,0.48538266444512956,0.0
test,test_004,M1+M3,target_on,J4_D3_P2_joint,7.22549865802804,7.22549865802804,7.71088132247317,0.48538266444512956,0.0,0.48538266444512956,0.0
test,test_005,M2+M3,target_off,J1_D3_delay_only,11.783402174679,11.783402174679,13.1072074058726,1.3238052311935995,0.0,1.3238052311935995,0.0
test,test_005,M2+M3,target_off,J2_P1_phase_only,11.783402174679,11.783402174679,13.1072074058726,1.3238052311935995,0.0,1.3238052311935995,0.0
test,test_005,M2+M3,target_off,J3_D3_P1_joint,11.783402174679,11.783402174679,13.1072074058726,1.3238052311935995,0.0,1.3238052311935995,0.0
test,test_005,M2+M3,target_off,J4_D3_P2_joint,11.783402174679,11.783402174679,13.1072074058726,1.3238052311935995,0.0,1.3238052311935995,0.0
test,test_005,M2+M3,target_on,J1_D3_delay_only,11.7831248644561,11.7831248644561,13.1066693320781,1.3235444676219998,0.0,1.3235444676219998,0.0
test,test_005,M2+M3,target_on,J2_P1_phase_only,11.7831248644561,11.7831248644561,13.1066693320781,1.3235444676219998,0.0,1.3235444676219998,0.0
test,test_005,M2+M3,target_on,J3_D3_P1_joint,11.7831248644561,11.7831248644561,13.1066693320781,1.3235444676219998,0.0,1.3235444676219998,0.0
test,test_005,M2+M3,target_on,J4_D3_P2_joint,11.7831248644561,11.7831248644561,13.1066693320781,1.3235444676219998,0.0,1.3235444676219998,0.0
test,test_006,M1+M2+M3,target_off,J1_D3_delay_only,8.26322188425678,8.26322188425678,8.85811818126462,0.5948962970078409,0.0,0.5948962970078409,0.0
test,test_006,M1+M2+M3,target_off,J2_P1_phase_only,8.26322188425678,8.26322188425678,8.85811818126462,0.5948962970078409,0.0,0.5948962970078409,0.0
test,test_006,M1+M2+M3,target_off,J3_D3_P1_joint,8.26322188425678,8.26322188425678,8.85811818126462,0.5948962970078409,0.0,0.5948962970078409,0.0
test,test_006,M1+M2+M3,target_off,J4_D3_P2_joint,8.26322188425678,8.26322188425678,8.85811818126462,0.5948962970078409,0.0,0.5948962970078409,0.0
test,test_006,M1+M2+M3,target_on,J1_D3_delay_only,8.26316652132211,8.26316652132211,8.85809289354348,0.5949263722213693,0.0,0.5949263722213693,0.0
test,test_006,M1+M2+M3,target_on,J2_P1_phase_only,8.26316652132211,8.26316652132211,8.85809289354348,0.5949263722213693,0.0,0.5949263722213693,0.0
test,test_006,M1+M2+M3,target_on,J3_D3_P1_joint,8.26316652132211,8.26316652132211,8.85809289354348,0.5949263722213693,0.0,0.5949263722213693,0.0
test,test_006,M1+M2+M3,target_on,J4_D3_P2_joint,8.26316652132211,8.26316652132211,8.85809289354348,0.5949263722213693,0.0,0.5949263722213693,0.0
test,test_007,M1,target_off,J1_D3_delay_only,13.2087781643858,13.2087781643858,21.8975979056758,8.688819741289999,0.0,8.688819741289999,0.0
test,test_007,M1,target_off,J2_P1_phase_only,13.2087781643858,13.2087781643858,21.8975979056758,8.688819741289999,0.0,8.688819741289999,0.0
test,test_007,M1,target_off,J3_D3_P1_joint,13.2087781643858,13.2087781643858,21.8975979056758,8.688819741289999,0.0,8.688819741289999,0.0
test,test_007,M1,target_off,J4_D3_P2_joint,13.2087781643858,13.2087781643858,21.8975979056758,8.688819741289999,0.0,8.688819741289999,0.0
test,test_007,M1,target_on,J1_D3_delay_only,13.1838696326281,13.1838696326281,21.8947114611521,8.710841828523998,0.0,8.710841828523998,0.0
test,test_007,M1,target_on,J2_P1_phase_only,13.1838696326281,13.1838696326281,21.8947114611521,8.710841828523998,0.0,8.710841828523998,0.0
test,test_007,M1,target_on,J3_D3_P1_joint,13.1838696326281,13.1838696326281,21.8947114611521,8.710841828523998,0.0,8.710841828523998,0.0
test,test_007,M1,target_on,J4_D3_P2_joint,13.1838696326281,13.1838696326281,21.8947114611521,8.710841828523998,0.0,8.710841828523998,0.0
test,test_008,M2,target_off,J1_D3_delay_only,24.0304727292026,24.0304727292026,24.1150876894142,0.08461496021159931,0.0,0.08461496021159931,0.0
test,test_008,M2,target_off,J2_P1_phase_only,24.0304727292026,24.0328498585981,24.1150876894142,0.08461496021159931,0.0023771293955014983,0.08223783081609781,0.028093488309359663
test,test_008,M2,target_off,J3_D3_P1_joint,24.0304727292026,24.0328498585981,24.1150876894142,0.08461496021159931,0.0023771293955014983,0.08223783081609781,0.028093488309359663
test,test_008,M2,target_off,J4_D3_P2_joint,24.0304727292026,24.0330266603125,24.1150876894142,0.08461496021159931,0.0025539311099009865,0.08206102910169832,0.03018297359609093
test,test_008,M2,target_on,J1_D3_delay_only,24.0292298168765,24.0292298168765,24.1138246925608,0.08459487568429935,0.0,0.08459487568429935,0.0
test,test_008,M2,target_on,J2_P1_phase_only,24.0292298168765,24.0316059268165,24.1138246925608,0.08459487568429935,0.002376109939998372,0.08221876574430098,0.02808810723791126
test,test_008,M2,target_on,J3_D3_P1_joint,24.0292298168765,24.0316059268165,24.1138246925608,0.08459487568429935,0.002376109939998372,0.08221876574430098,0.02808810723791126
test,test_008,M2,target_on,J4_D3_P2_joint,24.0292298168765,24.031783922136,24.1138246925608,0.08459487568429935,0.00255410525949884,0.08204077042480051,0.03019219827251164
test,test_010,M1+M2,target_off,J1_D3_delay_only,16.8094918601374,16.8902235745709,17.6228579533232,0.8133660931858024,0.08073171443350091,0.7326343787523015,0.09925630673549463
test,test_010,M1+M2,target_off,J2_P1_phase_only,16.8094918601374,16.8205479769955,17.6228579533232,0.8133660931858024,0.01105611685810004,0.8023099763277024,0.013593038793632647
test,test_010,M1+M2,target_off,J3_D3_P1_joint,16.8094918601374,16.8902235745709,17.6228579533232,0.8133660931858024,0.08073171443350091,0.7326343787523015,0.09925630673549463
test,test_010,M1+M2,target_off,J4_D3_P2_joint,16.8094918601374,16.8902235745709,17.6228579533232,0.8133660931858024,0.08073171443350091,0.7326343787523015,0.09925630673549463
test,test_010,M1+M2,target_on,J1_D3_delay_only,16.8076016393267,16.8883736856794,17.6202798338245,0.8126781944978028,0.08077204635270263,0.7319061481451001,0.09938995152025211
test,test_010,M1+M2,target_on,J2_P1_phase_only,16.8076016393267,16.8186486199119,17.6202798338245,0.8126781944978028,0.011046980585202704,0.8016312139126001,0.013593302564281576
test,test_010,M1+M2,target_on,J3_D3_P1_joint,16.8076016393267,16.8883736856794,17.6202798338245,0.8126781944978028,0.08077204635270263,0.7319061481451001,0.09938995152025211
test,test_010,M1+M2,target_on,J4_D3_P2_joint,16.8076016393267,16.8883736856794,17.6202798338245,0.8126781944978028,0.08077204635270263,0.7319061481451001,0.09938995152025211
test,test_011,M1+M3,target_off,J1_D3_delay_only,9.86030379439663,9.86030379439663,9.89582467625768,0.03552088186104996,0.0,0.03552088186104996,0.0
test,test_011,M1+M3,target_off,J2_P1_phase_only,9.86030379439663,9.86030379439663,9.89582467625768,0.03552088186104996,0.0,0.03552088186104996,0.0
test,test_011,M1+M3,target_off,J3_D3_P1_joint,9.86030379439663,9.86030379439663,9.89582467625768,0.03552088186104996,0.0,0.03552088186104996,0.0
test,test_011,M1+M3,target_off,J4_D3_P2_joint,9.86030379439663,9.90984694514087,9.89582467625768,0.03552088186104996,0.049543150744240094,-0.014022268883190137,1.394761282617989
test,test_011,M1+M3,target_on,J1_D3_delay_only,9.86026524518579,9.86026524518579,9.89581597054307,0.035550725357280655,0.0,0.035550725357280655,0.0
test,test_011,M1+M3,target_on,J2_P1_phase_only,9.86026524518579,9.86026524518579,9.89581597054307,0.035550725357280655,0.0,0.035550725357280655,0.0
test,test_011,M1+M3,target_on,J3_D3_P1_joint,9.86026524518579,9.86026524518579,9.89581597054307,0.035550725357280655,0.0,0.035550725357280655,0.0
test,test_011,M1+M3,target_on,J4_D3_P2_joint,9.86026524518579,9.9099080328475,9.89581597054307,0.035550725357280655,0.049642787661710486,-0.014092062304429831,1.3963931020480242
test,test_012,M2+M3,target_off,J1_D3_delay_only,8.05024684058285,8.05024684058285,8.46799913635219,0.4177522957693416,0.0,0.4177522957693416,0.0
test,test_012,M2+M3,target_off,J2_P1_phase_only,8.05024684058285,8.05024684058285,8.46799913635219,0.4177522957693416,0.0,0.4177522957693416,0.0
test,test_012,M2+M3,target_off,J3_D3_P1_joint,8.05024684058285,8.05024684058285,8.46799913635219,0.4177522957693416,0.0,0.4177522957693416,0.0
test,test_012,M2+M3,target_off,J4_D3_P2_joint,8.05024684058285,8.05024684058285,8.46799913635219,0.4177522957693416,0.0,0.4177522957693416,0.0
test,test_012,M2+M3,target_on,J1_D3_delay_only,8.0502241800681,8.0502241800681,8.46800069469167,0.41777651462357035,0.0,0.41777651462357035,0.0
test,test_012,M2+M3,target_on,J2_P1_phase_only,8.0502241800681,8.0502241800681,8.46800069469167,0.41777651462357035,0.0,0.41777651462357035,0.0
test,test_012,M2+M3,target_on,J3_D3_P1_joint,8.0502241800681,8.0502241800681,8.46800069469167,0.41777651462357035,0.0,0.41777651462357035,0.0
test,test_012,M2+M3,target_on,J4_D3_P2_joint,8.0502241800681,8.0502241800681,8.46800069469167,0.41777651462357035,0.0,0.41777651462357035,0.0
test,test_013,M1+M2+M3,target_off,J1_D3_delay_only,7.31499199530408,7.31499199530408,7.42755994765058,0.11256795234649974,0.0,0.11256795234649974,0.0
test,test_013,M1+M2+M3,target_off,J2_P1_phase_only,7.31499199530408,7.31499199530408,7.42755994765058,0.11256795234649974,0.0,0.11256795234649974,0.0
test,test_013,M1+M2+M3,target_off,J3_D3_P1_joint,7.31499199530408,7.31499199530408,7.42755994765058,0.11256795234649974,0.0,0.11256795234649974,0.0
test,test_013,M1+M2+M3,target_off,J4_D3_P2_joint,7.31499199530408,7.31499199530408,7.42755994765058,0.11256795234649974,0.0,0.11256795234649974,0.0
test,test_013,M1+M2+M3,target_on,J1_D3_delay_only,7.31582616164131,7.31582616164131,7.43118074420452,0.11535458256321007,0.0,0.11535458256321007,0.0
test,test_013,M1+M2+M3,target_on,J2_P1_phase_only,7.31582616164131,7.31582616164131,7.43118074420452,0.11535458256321007,0.0,0.11535458256321007,0.0
test,test_013,M1+M2+M3,target_on,J3_D3_P1_joint,7.31582616164131,7.31582616164131,7.43118074420452,0.11535458256321007,0.0,0.11535458256321007,0.0
test,test_013,M1+M2+M3,target_on,J4_D3_P2_joint,7.31582616164131,7.31582616164131,7.43118074420452,0.11535458256321007,0.0,0.11535458256321007,0.0
test,test_014,M1,target_off,J1_D3_delay_only,17.761516359986,17.9731367190349,17.9500141195257,0.18849775953970038,0.21162035904890075,-0.02312259950920037,1.1226677683897373
test,test_014,M1,target_off,J2_P1_phase_only,17.761516359986,17.761516359986,17.9500141195257,0.18849775953970038,0.0,0.18849775953970038,0.0
test,test_014,M1,target_off,J3_D3_P1_joint,17.761516359986,17.9731367190349,17.9500141195257,0.18849775953970038,0.21162035904890075,-0.02312259950920037,1.1226677683897373
test,test_014,M1,target_off,J4_D3_P2_joint,17.761516359986,17.9731367190349,17.9500141195257,0.18849775953970038,0.21162035904890075,-0.02312259950920037,1.1226677683897373
test,test_014,M1,target_on,J1_D3_delay_only,17.6882446541511,17.8960046199996,17.8728071765122,0.1845625223611016,0.20775996584850276,-0.02319744348740116,1.1256888082728667
test,test_014,M1,target_on,J2_P1_phase_only,17.6882446541511,17.6882446541511,17.8728071765122,0.1845625223611016,0.0,0.1845625223611016,0.0
test,test_014,M1,target_on,J3_D3_P1_joint,17.6882446541511,17.8960046199996,17.8728071765122,0.1845625223611016,0.20775996584850276,-0.02319744348740116,1.1256888082728667
test,test_014,M1,target_on,J4_D3_P2_joint,17.6882446541511,17.8960046199996,17.8728071765122,0.1845625223611016,0.20775996584850276,-0.02319744348740116,1.1256888082728667
test,test_015,M2,target_off,J1_D3_delay_only,21.9488262001166,21.9488262001166,24.3751852777457,2.426359077629101,0.0,2.426359077629101,0.0
test,test_015,M2,target_off,J2_P1_phase_only,21.9488262001166,22.0145050411747,24.3751852777457,2.426359077629101,0.06567884105810151,2.3606802365709996,0.027068887562297295
test,test_015,M2,target_off,J3_D3_P1_joint,21.9488262001166,22.0145050411747,24.3751852777457,2.426359077629101,0.06567884105810151,2.3606802365709996,0.027068887562297295
test,test_015,M2,target_off,J4_D3_P2_joint,21.9488262001166,22.0144917496709,24.3751852777457,2.426359077629101,0.06566554955429993,2.360693528074801,0.027063409599895057
test,test_015,M2,target_on,J1_D3_delay_only,21.9441954593284,21.9441954593284,24.3680369163789,2.4238414570505,0.0,2.4238414570505,0.0
test,test_015,M2,target_on,J2_P1_phase_only,21.9441954593284,22.0098117086942,24.3680369163789,2.4238414570505,0.06561624936579946,2.3582252076847006,0.027071180408658375
test,test_015,M2,target_on,J3_D3_P1_joint,21.9441954593284,22.0098117086942,24.3680369163789,2.4238414570505,0.06561624936579946,2.3582252076847006,0.027071180408658375
test,test_015,M2,target_on,J4_D3_P2_joint,21.9441954593284,22.0097984746078,24.3680369163789,2.4238414570505,0.06560301527939671,2.3582384417711033,0.027065720444944884
test,test_017,M1+M2,target_off,J1_D3_delay_only,21.5924579597287,22.7413105480848,22.7420501319822,1.1495921722534987,1.1488525883560996,0.0007395838973991431,0.9993566554163731
test,test_017,M1+M2,target_off,J2_P1_phase_only,21.5924579597287,21.6010416735517,22.7420501319822,1.1495921722534987,0.008583713822996941,1.1410084584305018,0.007466746930061847
test,test_017,M1+M2,target_off,J3_D3_P1_joint,21.5924579597287,22.7413105480848,22.7420501319822,1.1495921722534987,1.1488525883560996,0.0007395838973991431,0.9993566554163731
test,test_017,M1+M2,target_off,J4_D3_P2_joint,21.5924579597287,22.7413105480848,22.7420501319822,1.1495921722534987,1.1488525883560996,0.0007395838973991431,0.9993566554163731
test,test_017,M1+M2,target_on,J1_D3_delay_only,21.5379889450716,22.6607721948318,22.6602348260567,1.1222458809851013,1.1227832497602002,-0.000537368775098912,1.0004788333681627
test,test_017,M1+M2,target_on,J2_P1_phase_only,21.5379889450716,21.5464606306628,22.6602348260567,1.1222458809851013,0.008471685591199929,1.1137741953939013,0.007548867618710732
test,test_017,M1+M2,target_on,J3_D3_P1_joint,21.5379889450716,22.6607721948318,22.6602348260567,1.1222458809851013,1.1227832497602002,-0.000537368775098912,1.0004788333681627
test,test_017,M1+M2,target_on,J4_D3_P2_joint,21.5379889450716,22.6607721948318,22.6602348260567,1.1222458809851013,1.1227832497602002,-0.000537368775098912,1.0004788333681627
test,test_018,M1+M3,target_off,J1_D3_delay_only,7.49022308269654,7.66154262776348,7.64763866538908,0.15741558269254075,0.17131954506694047,-0.013903962374399725,1.0883264676633477
test,test_018,M1+M3,target_off,J2_P1_phase_only,7.49022308269654,7.49022308269654,7.64763866538908,0.15741558269254075,0.0,0.15741558269254075,0.0
test,test_018,M1+M3,target_off,J3_D3_P1_joint,7.49022308269654,7.66154262776348,7.64763866538908,0.15741558269254075,0.17131954506694047,-0.013903962374399725,1.0883264676633477
test,test_018,M1+M3,target_off,J4_D3_P2_joint,7.49022308269654,7.49022308269654,7.64763866538908,0.15741558269254075,0.0,0.15741558269254075,0.0
test,test_018,M1+M3,target_on,J1_D3_delay_only,7.49008452566076,7.661562282007,7.64760467620428,0.15752015054352064,0.17147775634624018,-0.013957605802719542,1.0886083828294923
test,test_018,M1+M3,target_on,J2_P1_phase_only,7.49008452566076,7.49008452566076,7.64760467620428,0.15752015054352064,0.0,0.15752015054352064,0.0
test,test_018,M1+M3,target_on,J3_D3_P1_joint,7.49008452566076,7.661562282007,7.64760467620428,0.15752015054352064,0.17147775634624018,-0.013957605802719542,1.0886083828294923
test,test_018,M1+M3,target_on,J4_D3_P2_joint,7.49008452566076,7.49008452566076,7.64760467620428,0.15752015054352064,0.0,0.15752015054352064,0.0
test,test_019,M2+M3,target_off,J1_D3_delay_only,10.6955024831304,10.6955024831304,10.7856301656575,0.09012768252709868,0.0,0.09012768252709868,0.0
test,test_019,M2+M3,target_off,J2_P1_phase_only,10.6955024831304,10.6955024831304,10.7856301656575,0.09012768252709868,0.0,0.09012768252709868,0.0
test,test_019,M2+M3,target_off,J3_D3_P1_joint,10.6955024831304,10.6955024831304,10.7856301656575,0.09012768252709868,0.0,0.09012768252709868,0.0
test,test_019,M2+M3,target_off,J4_D3_P2_joint,10.6955024831304,10.6955024831304,10.7856301656575,0.09012768252709868,0.0,0.09012768252709868,0.0
test,test_019,M2+M3,target_on,J1_D3_delay_only,10.6954764863202,10.6954764863202,10.7855408976149,0.09006441129470133,0.0,0.09006441129470133,0.0
test,test_019,M2+M3,target_on,J2_P1_phase_only,10.6954764863202,10.6954764863202,10.7855408976149,0.09006441129470133,0.0,0.09006441129470133,0.0
test,test_019,M2+M3,target_on,J3_D3_P1_joint,10.6954764863202,10.6954764863202,10.7855408976149,0.09006441129470133,0.0,0.09006441129470133,0.0
test,test_019,M2+M3,target_on,J4_D3_P2_joint,10.6954764863202,10.6954764863202,10.7855408976149,0.09006441129470133,0.0,0.09006441129470133,0.0
test,test_020,M1+M2+M3,target_off,J1_D3_delay_only,7.08862165100312,7.08862165100312,7.57532033547322,0.4866986844701007,0.0,0.4866986844701007,0.0
test,test_020,M1+M2+M3,target_off,J2_P1_phase_only,7.08862165100312,7.08862165100312,7.57532033547322,0.4866986844701007,0.0,0.4866986844701007,0.0
test,test_020,M1+M2+M3,target_off,J3_D3_P1_joint,7.08862165100312,7.08862165100312,7.57532033547322,0.4866986844701007,0.0,0.4866986844701007,0.0
test,test_020,M1+M2+M3,target_off,J4_D3_P2_joint,7.08862165100312,7.08862165100312,7.57532033547322,0.4866986844701007,0.0,0.4866986844701007,0.0
test,test_020,M1+M2+M3,target_on,J1_D3_delay_only,7.08870739299079,7.08870739299079,7.5753037831125,0.4865963901217105,0.0,0.4865963901217105,0.0
