scene_id,working_point,seed,delay_error_ns,target_velocity_mps,target_snr_db,condition,role,metric,value,status,denominator,definition
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,position_rmse_m,170.04495193434187,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,velocity_rmse_mps_ground_speed,9.6757420698094,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,angle_rmse_deg,0.1095106623790879,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,false_track_count,244.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,unique_false_track_count,244.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_id_switch_count,3.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,position_rmse_m,153.88328239358273,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,velocity_rmse_mps_ground_speed,13.533905057482203,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,angle_rmse_deg,0.0956997811900081,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,false_track_count,306.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,unique_false_track_count,306.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m4ns,base,202,-4.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_id_switch_count,1.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,ON,track_pd_all_visible,0.6,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,ON,track_pd_after_confirmation,0.75,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,ON,track_continuity,0.6,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,ON,track_continuity_after_confirmation,0.75,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,ON,position_rmse_m,25.741802347393943,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,ON,velocity_rmse_mps_ground_speed,3.6733229724435006,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,ON,angle_rmse_deg,0.016248849044283736,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,ON,false_track_count,331.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,ON,unique_false_track_count,331.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A0_Ideal,ON,track_id_switch_count,1.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,ON,track_pd_all_visible,0.4,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,ON,track_pd_after_confirmation,0.5,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,ON,track_continuity,0.4,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,ON,track_continuity_after_confirmation,0.5,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,ON,position_rmse_m,412.82660561573107,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,ON,velocity_rmse_mps_ground_speed,13.7912917667154,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,ON,angle_rmse_deg,0.2668292255842206,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,ON,false_track_count,70.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,ON,unique_false_track_count,70.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A1_Current_unknown_error,ON,track_id_switch_count,1.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,position_rmse_m,47.061402187704104,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,velocity_rmse_mps_ground_speed,5.847291655852656,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,angle_rmse_deg,0.03040629688423684,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,false_track_count,214.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,unique_false_track_count,214.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_id_switch_count,3.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,position_rmse_m,328.2484989495511,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,velocity_rmse_mps_ground_speed,12.736614081011389,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,angle_rmse_deg,0.2099902631760601,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,false_track_count,193.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,unique_false_track_count,193.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_p8ns,base,202,8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_id_switch_count,2.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,ON,track_pd_all_visible,0.6,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,ON,track_pd_after_confirmation,0.75,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,ON,track_continuity,0.6,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,ON,track_continuity_after_confirmation,0.75,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,ON,position_rmse_m,25.741802347393943,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,ON,velocity_rmse_mps_ground_speed,3.6733229724435006,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,ON,angle_rmse_deg,0.016248849044283736,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,ON,false_track_count,331.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,ON,unique_false_track_count,331.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A0_Ideal,ON,track_id_switch_count,1.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,ON,track_pd_all_visible,0.2,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,ON,track_pd_after_confirmation,0.25,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,ON,track_continuity,0.2,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,ON,track_continuity_after_confirmation,0.25,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,ON,position_rmse_m,492.084109598694,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,ON,velocity_rmse_mps_ground_speed,34.16714190462187,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,ON,angle_rmse_deg,0.3177835470900163,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,ON,false_track_count,72.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,ON,unique_false_track_count,72.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A1_Current_unknown_error,ON,track_id_switch_count,0.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,position_rmse_m,61.75966190427282,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,velocity_rmse_mps_ground_speed,5.120176457663841,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,angle_rmse_deg,0.03948591724289005,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,false_track_count,221.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,unique_false_track_count,221.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A2_Known_error_correction_upper_bound,ON,track_id_switch_count,3.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_pd_all_visible,0.4,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_pd_after_confirmation,0.5,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_continuity,0.4,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_continuity_after_confirmation,0.5,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,position_rmse_m,253.63136193504562,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,velocity_rmse_mps_ground_speed,26.882135843734808,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,angle_rmse_deg,0.16403249820774451,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,false_track_count,108.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,unique_false_track_count,108.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p30__delay_m8ns,base,202,-8.0,12.0,30.0,A3_Blind_target_free_estimated_correction,ON,track_id_switch_count,0.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,ON,position_rmse_m,27.70469718702728,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,ON,velocity_rmse_mps_ground_speed,5.459520939537327,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,ON,angle_rmse_deg,0.01766757983765092,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,ON,false_track_count,295.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,ON,unique_false_track_count,295.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A0_Ideal,ON,track_id_switch_count,3.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,ON,position_rmse_m,27.70469718702728,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,ON,velocity_rmse_mps_ground_speed,5.459520939537327,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,ON,angle_rmse_deg,0.01766757983765092,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,ON,false_track_count,295.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,ON,unique_false_track_count,295.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A1_Current_unknown_error,ON,track_id_switch_count,3.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,ON,position_rmse_m,27.70469718702728,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,ON,velocity_rmse_mps_ground_speed,5.459520939537327,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,ON,angle_rmse_deg,0.01766757983765092,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,ON,false_track_count,295.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,ON,unique_false_track_count,295.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A2_Known_error_correction_upper_bound,ON,track_id_switch_count,3.0,passed,,track_id_switch_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,ON,track_pd_all_visible,0.8,passed,5,track_pd_all_visible; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,ON,track_pd_after_confirmation,1.0,passed,5,track_pd_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,ON,track_continuity,0.8,passed,,track_continuity; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,ON,track_continuity_after_confirmation,1.0,passed,,track_continuity_after_confirmation; higher values are better
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,ON,position_rmse_m,52.253128088829754,passed,,position_rmse_m; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,ON,velocity_rmse_mps_ground_speed,15.293624823154104,passed,,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,ON,angle_rmse_deg,0.033466052087796794,passed,,angle_rmse_deg; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,ON,false_track_count,322.0,passed,,false_track_count; lower values are better; transformed_value=-value for recovery
base__seed_202__v_p12__snr_p35__delay_p0ns,base,202,0.0,12.0,35.0,A3_Blind_target_free_estimated_correction,ON,unique_false_track_count,322.0,passed,,unique_false_track_count; lower values are better; transformed_value=-value for recovery
