feature,outcome,n,pearson,spearman
current_residual_p95_dB_over_input_median,row_ls_SCNR_improvement_dB,48,0.24820500529361567,0.07088372311113916
current_residual_p95_dB_over_input_median,best_adaptive_SCNR_improvement_dB,48,0.5336152717048096,0.3307907078519828
current_residual_p95_dB_over_input_median,current_failure,48,nan,nan
current_residual_p95_dB_over_input_median,row_ls_failure,48,nan,nan
current_residual_p95_dB_over_input_median,jdl_failure,48,nan,nan
current_residual_p95_dB_over_input_median,adaptive_failure,48,nan,nan
current_residual_p99_dB_over_input_median,current_SCNR_improvement_dB,48,0.11271927138488108,0.10173126927987565
current_residual_p99_dB_over_input_median,row_ls_SCNR_improvement_dB,48,0.1798588890387124,0.11813953851856529
current_residual_p99_dB_over_input_median,best_adaptive_SCNR_improvement_dB,48,0.12724175474643568,0.04725581540742611
current_residual_p99_dB_over_input_median,current_failure,48,nan,nan
current_residual_p99_dB_over_input_median,row_ls_failure,48,nan,nan
current_residual_p99_dB_over_input_median,jdl_failure,48,nan,nan
current_residual_p99_dB_over_input_median,adaptive_failure,48,nan,nan
